Unique Loan ID,Product,Product Type Vertical,Customer Id,Order Type,Origination Date - Vintage,GMV - USD,Down Payment Amount - USD,Loan Amount - USD,Current Loan Balance - USD,Total Paid Towards Capital - USD,Total Paid Towards Fees - USD,Amount in Arrears without fees - USD,Fees Accrued - USD,Installments in Arrears,Amount to be Caused,Installments to be Caused,1st Installment Due Date,1st Installment Amount - USD,1st Installment Completion Date,Delay for 1st Installment Payment - Days,2nd Installment Due Date,2nd Installment Amount - USD,2nd Installment Completion Date,Delay for 2nd Installment Payment - Days,3rd Installment Due Date,3rd Installment Amount - USD,3rd Installment Completion Date,Delay for 3rd Installment Payment - Days,Order Status,Loan delay - DPD,Factoring,FPD,Transaction Period,Merchant Id,User Credit Score
16900481,SPLIT_3,Tecnología,HGKkam56ME90n0a/kqLVhw==,Follow up order,04/03/2025,44.0,11.0,33.0,11.0,22.0,0.0,0.0,0.0,0,11.0,1,18/03/2025,11.0,14/03/2025,0,01/04/2025,11.0,31/03/2025,0.0,15/04/2025,11.0,,-14.0,IN_PROGRESS,,No,No,42,3XtQnAi0UBBbtxCwpQQy3g==,452.0
17396436,SPLIT_1,Restaurantes,UbzxjBGMe24JL425zSScng==,Follow up order,13/03/2025,15.96,7.98,7.98,0.0,7.98,0.0,0.0,0.0,0,0.0,0,27/03/2025,7.98,27/03/2025,0,,,,,,,,,CLOSED,,No,No,14,edVTGNHhy4iY0CN4Suw8Aw==,382.0
9682087,SPLIT_3,Hogar,EOfI/s81pE9OmGjIYLCapw==,Follow up order,21/11/2024,123.36,74.02,49.34,0.0,49.34,0.0,0.0,0.0,0,0.0,0,05/12/2024,16.45,28/11/2024,0,19/12/2024,16.45,19/12/2024,0.0,02/01/2025,16.45,30/12/2024,0.0,CLOSED,,No,No,42,YCP1aZI53vtLqP9R4u+01Q==,448.0
9494456,SPLIT_3,Hogar,8xA0F+uA/jA6JUDl1gAFNw==,Follow up order,17/11/2024,57.42,22.97,34.45,0.0,34.45,4.0,0.0,4.0,0,0.0,0,01/12/2024,11.48,01/12/2024,0,15/12/2024,11.48,16/12/2024,1.0,29/12/2024,11.48,15/01/2025,17.0,CLOSED,,Yes,No,42,YCP1aZI53vtLqP9R4u+01Q==,479.0
18436632,SPLIT_3,Moda,tKx3Xtoxv9E0N2fsPcu66Q==,Follow up order,28/03/2025,27.14,10.86,16.28,16.28,0.0,0.0,0.0,0.0,0,16.28,3,11/04/2025,5.43,,-10,25/04/2025,5.43,,-24.0,09/05/2025,5.43,,-38.0,IN_PROGRESS,,No,No,42,jlnNtPj0MMUjz4Uoyy9Fpg==,517.0
14200021,SPLIT_3,Deporte,+63R8V4u1RCACR75KnRfmg==,Follow up order,18/01/2025,25.01,15.01,10.0,0.0,10.0,4.0,0.0,4.0,0,0.0,0,01/02/2025,3.33,01/02/2025,0,15/02/2025,3.33,15/02/2025,0.0,01/03/2025,3.33,10/03/2025,9.0,CLOSED,,Yes,No,42,PuBISOvtsGh4MCLQ3dZu3Q==,353.0
14156417,SPLIT_3,Deporte,DlT3/0sQSZygw++TM70lsg==,Follow up order,17/01/2025,32.5,13.0,19.5,0.0,19.5,4.0,0.0,4.0,0,0.0,0,31/01/2025,6.5,31/01/2025,0,14/02/2025,6.5,24/02/2025,10.0,28/02/2025,6.5,02/03/2025,2.0,CLOSED,,Yes,No,42,PuBISOvtsGh4MCLQ3dZu3Q==,488.0
14491744,SPLIT_1,Supermercados,Q/pLUijalksAWGG+95MP3A==,Follow up order,24/01/2025,36.62,14.65,21.97,0.0,21.97,0.0,0.0,0.0,0,0.0,0,07/02/2025,21.97,07/02/2025,0,,,,,,,,,CLOSED,,No,No,14,sxn82NMel6lo3IpnTVVTmg==,551.0
17043299,SPLIT_1,Supermercados,Ohfd+mz2M/7GNBgJueK43g==,Follow up order,07/03/2025,221.27,161.78,59.49,0.0,59.49,0.0,0.0,0.0,0,0.0,0,21/03/2025,59.49,21/03/2025,0,,,,,,,,,CLOSED,,No,No,14,iTsIO2xva0VuJgrBUvswTw==,483.0
13384751,SPLIT_3,Moda,fC/6OLEsbXLPViQgyVouUw==,Follow up order,31/12/2024,80.0,40.0,40.0,0.0,40.0,0.0,0.0,0.0,0,0.0,0,14/01/2025,13.33,08/01/2025,0,28/01/2025,13.33,14/01/2025,0.0,11/02/2025,13.33,12/02/2025,1.0,CLOSED,,No,No,42,2/yqpNtYh5RXlXcaTbafow==,501.0
10948479,SPLIT_3,Moda,g0oqX/JVwuTfhZ0V4j1IbQ==,Follow up order,09/12/2024,73.0,36.5,36.5,0.0,36.5,0.0,0.0,0.0,0,0.0,0,23/12/2024,12.17,18/12/2024,0,06/01/2025,12.17,21/12/2024,0.0,20/01/2025,12.17,30/12/2024,0.0,CLOSED,,No,No,42,XSq2OMhpdTLcfet9m45syg==,489.0
11694875,SPLIT_3,Moda,gRt1SN1LlzuQYkuu7zHdCA==,Follow up order,17/12/2024,28.0,16.8,11.2,0.0,11.2,0.13,0.0,0.0,0,0.0,0,31/12/2024,3.73,28/12/2024,0,14/01/2025,3.73,16/01/2025,2.0,28/01/2025,3.73,22/01/2025,0.0,CLOSED,,No,No,42,d76s7ADMeTVozuJdV7LiTA==,371.0
14323429,SPLIT_1,Supermercados,Pbi6RwpSnbDajkLcfOTzxw==,Follow up order,20/01/2025,83.65,33.46,50.19,0.0,50.19,0.0,0.0,0.0,0,0.0,0,03/02/2025,50.19,03/02/2025,0,,,,,,,,,CLOSED,,No,No,14,sxn82NMel6lo3IpnTVVTmg==,462.0
10779049,SPLIT_3,Moda,R9M3q4Ys1sx935GDDKelOw==,Follow up order,07/12/2024,61.97,37.18,24.79,16.53,8.26,4.0,16.53,12.0,2,0.0,0,21/12/2024,8.26,30/01/2025,40,04/01/2025,8.26,,87.0,18/01/2025,8.26,,73.0,DELAYED,87.0,Yes,No,42,8Zxv9GJ4cUc2+KQvP/HREQ==,437.0
11876968,SPLIT_12,Tecnología,yBqdxQB4O35fpPAd37xmGA==,Follow up order,19/12/2024,242.0,72.6,169.4,0.0,42.35,0.0,0.0,0.0,0,0.0,0,02/01/2025,14.12,19/12/2024,0,16/01/2025,14.12,09/01/2025,0.0,30/01/2025,14.12,18/01/2025,0.0,IN_PROGRESS,,No,No,168,qyDZM00IeQR8siGlx0IpaA==,413.0
11771653,SPLIT_3,Hogar,S/DY23ko4hpthWfVSaMsDQ==,First order,18/12/2024,37.73,22.64,15.09,0.0,15.09,0.0,0.0,0.0,0,0.0,0,01/01/2025,5.03,02/01/2025,1,15/01/2025,5.03,15/01/2025,0.0,29/01/2025,5.03,31/01/2025,2.0,CLOSED,,No,No,42,YCP1aZI53vtLqP9R4u+01Q==,276.0
16588419,SPLIT_3,Hogar,55yHkbQgeu5Ji893Dx7tZg==,Follow up order,28/02/2025,230.0,138.0,92.0,0.0,92.0,0.0,0.0,0.0,0,0.0,0,14/03/2025,30.67,10/03/2025,0,28/03/2025,30.67,16/03/2025,0.0,11/04/2025,30.67,29/03/2025,0.0,CLOSED,,No,No,42,54QqRofD50uh/+aBKvorGQ==,469.0
18207063,SPLIT_3,Moda,tdUP/F3ji4BwVw2JJnfF2w==,Follow up order,24/03/2025,38.99,23.39,15.6,15.6,0.0,0.0,0.0,0.0,0,15.6,3,07/04/2025,5.2,,-6,21/04/2025,5.2,,-20.0,05/05/2025,5.2,,-34.0,IN_PROGRESS,,No,No,42,ELqjHrLsB16N6nyPSIKyvQ==,336.0
12388764,SPLIT_1,Supermercados,w/8mWP08+tKjPQ2gtDkdBQ==,First order,22/12/2024,103.43,62.06,41.37,0.0,41.37,0.0,0.0,0.0,0,0.0,0,05/01/2025,41.37,04/01/2025,0,,,,,,,,,CLOSED,,No,No,14,PN1wd0fA257WikPjq7fG4A==,413.0
15420033,SPLIT_6,Hogar,Tz5yojg/4TSmmcIG9Zz/Xg==,Follow up order,09/02/2025,230.0,69.0,161.0,0.0,80.5,4.0,0.0,4.0,0,0.0,0,23/02/2025,26.83,28/02/2025,5,09/03/2025,26.83,08/03/2025,0.0,23/03/2025,26.83,23/03/2025,0.0,IN_PROGRESS,,Yes,No,84,54QqRofD50uh/+aBKvorGQ==,430.0
11543240,SPLIT_3,Moda,kb/a91wgF9VzEUqooL8iKA==,Follow up order,16/12/2024,28.0,16.8,11.2,0.0,11.2,0.0,0.0,0.0,0,0.0,0,30/12/2024,3.73,20/12/2024,0,13/01/2025,3.73,03/01/2025,0.0,27/01/2025,3.73,08/01/2025,0.0,CLOSED,,No,No,42,IDeEVFtGMC9K8R3uINlJmA==,446.0
9911594,SPLIT_3,Servicios,S9unGouw3MbuHaAh8gv5HA==,Follow up order,25/11/2024,75.0,30.0,45.0,0.0,45.0,0.0,0.0,0.0,0,0.0,0,09/12/2024,15.0,05/12/2024,0,23/12/2024,15.0,05/12/2024,0.0,06/01/2025,15.0,05/12/2024,0.0,CLOSED,,No,No,42,v6sAMHNMFFet3zOQ+Zw6gQ==,19.0
13939053,SPLIT_3,Herramientas,ochf6P4vgTqDFUMxhrV61g==,Follow up order,13/01/2025,112.0,44.8,67.2,0.0,67.2,0.0,0.0,0.0,0,0.0,0,27/01/2025,22.4,23/01/2025,0,10/02/2025,22.4,05/02/2025,0.0,24/02/2025,22.4,20/02/2025,0.0,CLOSED,,No,No,42,K28Z6al6wsabbtiNFDCjFA==,366.0
14571997,SPLIT_3,Hogar,ZdfYYtbHQrfVZ/CrtOt/fw==,Follow up order,25/01/2025,300.0,150.0,150.0,0.0,150.0,0.0,0.0,0.0,0,0.0,0,08/02/2025,50.0,08/02/2025,0,22/02/2025,50.0,21/02/2025,0.0,08/03/2025,50.0,07/03/2025,0.0,CLOSED,,No,No,42,Lg75X0DM5rVojo1hyrDvpw==,424.0
9639417,SPLIT_1,Supermercados,cwOXrXogwhC58P093Ou0qw==,Follow up order,20/11/2024,39.14,23.48,15.66,0.0,15.66,0.0,0.0,0.0,0,0.0,0,04/12/2024,15.66,07/12/2024,3,,,,,,,,,CLOSED,,No,No,14,sxn82NMel6lo3IpnTVVTmg==,369.0
16463258,SPLIT_3,Entretenimiento,Nvuz/0aU91i0O7r6z7HT3w==,Follow up order,26/02/2025,37.72,22.63,15.09,0.0,15.09,0.0,0.0,0.0,0,0.0,0,12/03/2025,5.03,10/03/2025,0,26/03/2025,5.03,14/03/2025,0.0,09/04/2025,5.03,28/03/2025,0.0,CLOSED,,No,No,42,CPLPRI7nrCAQLhYG7UMtuA==,486.0
10596432,SPLIT_1,Supermercados,mSZ0mOVM72CUuEB5M825Og==,Follow up order,04/12/2024,177.36,117.36,60.0,0.0,60.0,0.0,0.0,0.0,0,0.0,0,18/12/2024,60.0,17/12/2024,0,,,,,,,,,CLOSED,,No,No,14,08FZdIcdcc4bmMoFfurhZA==,449.0
11616992,SPLIT_3,Moda,eow0uOwihHSDA0gs80JKjQ==,First order,16/12/2024,61.0,36.6,24.4,0.0,24.4,4.0,0.0,4.0,0,0.0,0,30/12/2024,8.13,30/12/2024,0,13/01/2025,8.13,13/01/2025,0.0,27/01/2025,8.13,05/03/2025,37.0,CLOSED,,Yes,No,42,lXAVT6CVxjwpZgt2BTUsYw==,433.0
11185786,SPLIT_3,Hogar,gEeGXHLY25JXYZtrs/3s7Q==,First order,13/12/2024,43.49,26.09,17.4,0.0,17.4,4.0,0.0,4.0,0,0.0,0,27/12/2024,5.8,28/12/2024,1,10/01/2025,5.8,16/01/2025,6.0,24/01/2025,5.8,23/01/2025,0.0,CLOSED,,Yes,No,42,YCP1aZI53vtLqP9R4u+01Q==,404.0
9577855,SPLIT_3,Hogar,3liiIBs/cVbJojhgnxl7ww==,Follow up order,19/11/2024,185.0,111.0,74.0,0.0,74.0,0.0,0.0,0.0,0,0.0,0,03/12/2024,24.67,29/11/2024,0,17/12/2024,24.67,13/12/2024,0.0,31/12/2024,24.67,13/12/2024,0.0,CLOSED,,No,No,42,54QqRofD50uh/+aBKvorGQ==,389.0
17230091,SPLIT_1,Supermercados,F0NeeiZtPpVxk/mIaLPyVA==,Follow up order,09/03/2025,31.53,18.92,12.61,0.0,12.61,0.0,0.0,0.0,0,0.0,0,23/03/2025,12.61,24/03/2025,1,,,,,,,,,CLOSED,,No,No,14,mP/FU3xtP9By9oPkcIOvug==,349.0
17137600,SPLIT_3,Herramientas,pgccRIUHxriKdRvVeB5SwQ==,Follow up order,08/03/2025,82.43,49.46,32.97,0.0,32.97,0.0,0.0,0.0,0,0.0,0,22/03/2025,10.99,11/03/2025,0,05/04/2025,10.99,17/03/2025,0.0,19/04/2025,10.99,21/03/2025,0.0,CLOSED,,No,No,42,VkQS482Fv4Gn9cYCiCYzQg==,429.0
11484527,SPLIT_3,Moda,I3DSOSG0Nam5UEkm/f5BSQ==,Follow up order,15/12/2024,69.46,27.78,41.68,0.0,41.68,4.0,0.0,4.0,0,0.0,0,29/12/2024,13.89,29/12/2024,0,12/01/2025,13.89,11/01/2025,0.0,26/01/2025,13.89,30/01/2025,4.0,CLOSED,,Yes,No,42,JOtgkrN0VF34Z2mv1+6SIw==,5.0
11050316,SPLIT_3,Moda,O+/MMgIDQ7ocWa99esgR4A==,Follow up order,11/12/2024,77.0,38.5,38.5,0.0,38.5,0.0,0.0,0.0,0,0.0,0,25/12/2024,12.83,20/12/2024,0,08/01/2025,12.83,07/01/2025,0.0,22/01/2025,12.83,22/01/2025,0.0,CLOSED,,No,No,42,JOtgkrN0VF34Z2mv1+6SIw==,428.0
10778438,SPLIT_3,Moda,NJernBG2EmjLEYZHAV5m8A==,Follow up order,07/12/2024,26.0,15.6,10.4,0.0,10.4,0.0,0.0,0.0,0,0.0,0,21/12/2024,3.47,10/12/2024,0,04/01/2025,3.47,02/01/2025,0.0,18/01/2025,3.47,11/01/2025,0.0,CLOSED,,No,No,42,d76s7ADMeTVozuJdV7LiTA==,334.0
11723102,SPLIT_3,Moda,NCi22qODKqFejJi5m1A3ew==,Follow up order,17/12/2024,95.85,38.34,57.51,0.0,57.51,0.0,0.0,0.0,0,0.0,0,31/12/2024,19.17,29/12/2024,0,14/01/2025,19.17,13/01/2025,0.0,28/01/2025,19.17,13/01/2025,0.0,CLOSED,,No,No,42,me96Wy1Ue0H+PLI+tTZI1w==,497.0
17235209,SPLIT_1,Farmacias,zE4q3ODcE/ZjIZClUGmW+w==,Follow up order,09/03/2025,25.96,12.98,12.98,0.0,12.98,0.0,0.0,0.0,0,0.0,0,23/03/2025,12.98,22/03/2025,0,,,,,,,,,CLOSED,,No,No,14,Z+kqz6YUtrCMely1yVv4vg==,343.0
12739630,SPLIT_3,Hogar,vREOWcWTDqMjXgdShaua4A==,Follow up order,24/12/2024,28.99,14.49,14.49,0.0,14.49,4.0,0.0,4.0,0,0.0,0,07/01/2025,4.83,08/01/2025,1,21/01/2025,4.83,20/01/2025,0.0,04/02/2025,4.83,07/02/2025,3.0,CLOSED,,Yes,No,42,YCP1aZI53vtLqP9R4u+01Q==,486.0
15373044,SPLIT_3,Deporte,CeFcIPpsDkeIv6VKVMjatA==,Follow up order,08/02/2025,62.5,25.0,37.5,0.0,37.5,0.0,0.0,0.0,0,0.0,0,22/02/2025,12.5,14/02/2025,0,08/03/2025,12.5,14/02/2025,0.0,22/03/2025,12.5,14/02/2025,0.0,CLOSED,,No,No,42,wVqEpWMpPJtu+gR9pbwqnQ==,506.0
14687433,SPLIT_3,Moda,99I8y4Ob9v9wHmU/GoofEw==,Follow up order,27/01/2025,60.72,24.29,36.43,0.0,36.43,0.0,0.0,0.0,0,0.0,0,10/02/2025,12.14,09/02/2025,0,24/02/2025,12.14,23/02/2025,0.0,10/03/2025,12.14,08/03/2025,0.0,CLOSED,,No,No,42,7zRO7wMDFpHXWpsQTk0Eqg==,339.0
12435956,SPLIT_3,Hogar,gCsqx8FK0ooqhEwquAF+Nw==,Follow up order,23/12/2024,48.0,19.2,28.8,0.0,28.8,12.0,0.0,12.0,0,0.0,0,06/01/2025,9.6,10/01/2025,4,20/01/2025,9.6,25/01/2025,5.0,03/02/2025,9.6,06/02/2025,3.0,CLOSED,,Yes,No,42,qhaex6fYZ31osjY0soSGXA==,287.0
12661333,SPLIT_3,Moda,5DmC4FWfajgRqDkuZR2Y2A==,Follow up order,24/12/2024,57.0,34.2,22.8,0.0,22.8,8.0,0.0,8.0,0,0.0,0,07/01/2025,7.6,09/01/2025,2,21/01/2025,7.6,24/01/2025,3.0,04/02/2025,7.6,09/02/2025,5.0,CLOSED,,Yes,No,42,jz9QkVQoPRfOdVas2Uke6Q==,433.0
11405148,SPLIT_1,Supermercados,jlIgLZr8kAHgGkWlT4H/+A==,First order,14/12/2024,55.46,33.28,22.18,0.0,22.18,0.0,0.0,0.0,0,0.0,0,28/12/2024,22.18,26/12/2024,0,,,,,,,,,CLOSED,,No,No,14,KiMbVcRENA/zjxd1jx8Bzw==,444.0
18721441,SPLIT_1,Farmacias,XAUv2aR98ujt/Ot7y6w9Gg==,Follow up order,31/03/2025,19.64,11.78,7.86,7.86,0.0,0.0,0.0,0.0,0,7.86,1,14/04/2025,7.86,,-13,,,,,,,,,IN_PROGRESS,,No,No,14,LhTBI/SERtJBB4Xe74QZ5Q==,376.0
10019372,SPLIT_3,Moda,dSYUbc+935JPSH6LmT5KlQ==,First order,27/11/2024,25.3,15.18,10.12,0.0,10.12,4.04,0.0,4.0,0,0.0,0,11/12/2024,3.37,28/11/2024,0,25/12/2024,3.37,24/12/2024,0.0,08/01/2025,3.37,17/01/2025,9.0,CLOSED,,Yes,No,42,JOtgkrN0VF34Z2mv1+6SIw==,451.0
14499213,SPLIT_1,Supermercados,r9/h0G2c3JugA9wiQ6/Kvw==,Follow up order,24/01/2025,32.99,13.2,19.79,0.0,19.79,0.0,0.0,0.0,0,0.0,0,07/02/2025,19.79,07/02/2025,0,,,,,,,,,CLOSED,,No,No,14,GMM6nGyefqByVDCa1q3KPA==,431.0
10678128,SPLIT_1,Farmacias,QVktAJVN7B3K0ecW4i/ngA==,Follow up order,05/12/2024,26.68,16.01,10.67,0.0,10.67,0.0,0.0,0.0,0,0.0,0,19/12/2024,10.67,20/12/2024,1,,,,,,,,,CLOSED,,No,No,14,xkM7VCy6o+r+lCQtNh+EjQ==,464.0
17803710,SPLIT_3,Moda,Gcfs4uzUyrKNwRES/IjvVQ==,Follow up order,18/03/2025,171.0,68.4,102.6,68.4,34.2,0.0,0.0,0.0,0,68.4,2,01/04/2025,34.2,31/03/2025,0,15/04/2025,34.2,,-14.0,29/04/2025,34.2,,-28.0,IN_PROGRESS,,No,No,42,me96Wy1Ue0H+PLI+tTZI1w==,492.0
13748362,SPLIT_1,Supermercados,/ATxN4ZPYJank2JI82mtyA==,Follow up order,08/01/2025,78.82,47.29,31.53,0.0,31.53,0.0,0.0,0.0,0,0.0,0,22/01/2025,31.53,22/01/2025,0,,,,,,,,,CLOSED,,No,No,14,PN1wd0fA257WikPjq7fG4A==,385.0
17647704,SPLIT_3,Hogar,IcwCVuCtjz82YJqNq/1BiA==,Follow up order,16/03/2025,55.0,33.0,22.0,14.67,7.33,0.01,0.0,0.0,0,14.67,2,30/03/2025,7.33,28/03/2025,0,13/04/2025,7.33,,-12.0,27/04/2025,7.33,,-26.0,IN_PROGRESS,,No,No,42,54QqRofD50uh/+aBKvorGQ==,267.0
14473852,SPLIT_1,Supermercados,T441kaFIn5H2x+Pc5EsRIw==,Follow up order,23/01/2025,57.52,38.79,18.73,0.0,18.73,4.0,0.0,4.0,0,0.0,0,06/02/2025,18.73,25/02/2025,19,,,,,,,,,CLOSED,,Yes,No,14,PN1wd0fA257WikPjq7fG4A==,358.0
18478987,SPLIT_3,Deporte,v8YELmrQ/FiuwMqEntGhpQ==,Follow up order,28/03/2025,45.0,18.0,27.0,27.0,0.0,0.0,0.0,0.0,0,27.0,3,11/04/2025,9.0,,-10,25/04/2025,9.0,,-24.0,09/05/2025,9.0,,-38.0,IN_PROGRESS,,No,No,42,PuBISOvtsGh4MCLQ3dZu3Q==,333.0
11097192,SPLIT_3,Moda,VD6RK566RN94YZdWHnus8A==,Follow up order,11/12/2024,32.9,19.74,13.16,0.0,13.16,4.0,0.0,4.0,0,0.0,0,25/12/2024,4.39,26/12/2024,1,08/01/2025,4.39,14/01/2025,6.0,22/01/2025,4.39,25/01/2025,3.0,CLOSED,,Yes,No,42,7zRO7wMDFpHXWpsQTk0Eqg==,495.0
10793236,SPLIT_3,Moda,cnzYGUUYpv2/f+NDtfZM6w==,Follow up order,07/12/2024,44.0,17.6,26.4,0.0,26.4,0.0,0.0,0.0,0,0.0,0,21/12/2024,8.8,19/12/2024,0,04/01/2025,8.8,30/12/2024,0.0,18/01/2025,8.8,15/01/2025,0.0,CLOSED,,No,No,42,7ZpmtceZLd4iNJ1pc1by4w==,475.0
8785393,SPLIT_1,Supermercados,AJnkL6H1+BKvwxKQST4hBQ==,Follow up order,03/11/2024,41.29,16.52,24.77,0.0,24.77,0.0,0.0,0.0,0,0.0,0,17/11/2024,24.77,17/11/2024,0,,,,,,,,,CLOSED,,No,No,14,sxn82NMel6lo3IpnTVVTmg==,424.0
17488357,SPLIT_6,Tecnología,7ZCR1YNjihQU+rvHP5x9NQ==,Follow up order,14/03/2025,165.0,33.0,132.0,44.0,22.0,0.0,0.0,0.0,0,44.0,2,28/03/2025,22.0,28/03/2025,0,11/04/2025,22.0,,-10.0,25/04/2025,22.0,,-24.0,IN_PROGRESS,,No,No,84,qyDZM00IeQR8siGlx0IpaA==,301.0
16812320,SPLIT_3,Herramientas,YHK5BP1JDfSUC8L32eFVTg==,Follow up order,03/03/2025,247.78,99.11,148.67,99.11,49.56,4.0,0.0,4.0,0,49.56,1,17/03/2025,49.56,23/03/2025,6,31/03/2025,49.56,,1.0,14/04/2025,49.56,,-13.0,IN_PROGRESS,,Yes,No,42,mLVeVSjamkpm0KVoDfi3kQ==,-2.0
9849032,SPLIT_3,Moda,h1aUIRN+PLeJdfzoQqJWLQ==,Follow up order,24/11/2024,51.8,20.72,31.08,0.0,31.08,0.0,0.0,0.0,0,0.0,0,08/12/2024,10.36,06/12/2024,0,22/12/2024,10.36,21/12/2024,0.0,05/01/2025,10.36,31/12/2024,0.0,CLOSED,,No,No,42,lXAVT6CVxjwpZgt2BTUsYw==,472.0
13414653,SPLIT_3,Moda,Va1uA9wz3fO5PW2AeAzCOw==,Follow up order,31/12/2024,30.8,12.32,18.48,0.0,18.48,4.0,0.0,4.0,0,0.0,0,14/01/2025,6.16,17/01/2025,3,28/01/2025,6.16,29/01/2025,1.0,11/02/2025,6.16,29/01/2025,0.0,CLOSED,,Yes,No,42,DRF0aLK1R8VfODn/jvjkDg==,517.0
11795739,SPLIT_1,Supermercados,PsknFCszCfT6uZsHMVpQcA==,Follow up order,18/12/2024,50.17,20.07,30.1,0.0,30.1,0.0,0.0,0.0,0,0.0,0,01/01/2025,30.1,28/12/2024,0,,,,,,,,,CLOSED,,No,No,14,sxn82NMel6lo3IpnTVVTmg==,429.0
16292357,SPLIT_3,Moda,7ec8jAbQh1TA4Hua9NtaMw==,Follow up order,23/02/2025,65.0,39.0,26.0,0.0,26.0,0.0,0.0,0.0,0,0.0,0,09/03/2025,8.67,11/03/2025,2,23/03/2025,8.67,24/03/2025,1.0,06/04/2025,8.67,24/03/2025,0.0,CLOSED,,No,No,42,KuDCXmVAe+Cag8RKSO/2XA==,390.0
15149136,SPLIT_1,Supermercados,9s7RB2o1VYeKukjIvK08mg==,Follow up order,04/02/2025,55.31,33.19,22.12,0.0,22.12,0.0,0.0,0.0,0,0.0,0,18/02/2025,22.12,14/02/2025,0,,,,,,,,,CLOSED,,No,No,14,GMM6nGyefqByVDCa1q3KPA==,485.0
17423806,SPLIT_1,Supermercados,098NmzqJi9xs0NYuZUpe8w==,Follow up order,13/03/2025,40.34,16.14,24.2,0.0,24.2,0.0,0.0,0.0,0,0.0,0,27/03/2025,24.2,21/03/2025,0,,,,,,,,,CLOSED,,No,No,14,PN1wd0fA257WikPjq7fG4A==,2.0
16528520,SPLIT_3,Moda,fxqTO3sFko8ZpLd+YN+Tyg==,Follow up order,27/02/2025,25.6,10.24,15.36,0.0,15.21,0.27,0.0,0.15,0,0.0,0,13/03/2025,5.12,06/03/2025,0,27/03/2025,5.12,18/03/2025,0.0,10/04/2025,5.12,27/03/2025,0.0,CLOSED,,No,No,42,d76s7ADMeTVozuJdV7LiTA==,307.0
9734939,SPLIT_3,Hogar,lI30CuKtjpX2HG3rGPynYg==,Follow up order,23/11/2024,35.0,14.0,21.0,0.0,21.0,0.0,0.0,0.0,0,0.0,0,07/12/2024,7.0,07/12/2024,0,21/12/2024,7.0,21/12/2024,0.0,04/01/2025,7.0,04/01/2025,0.0,CLOSED,,No,No,42,tpMsJYvuS2QUa2vZw0+Euw==,504.0
14841149,SPLIT_3,Hogar,uAIbqsb44APt2KRGVyfJsQ==,Follow up order,31/01/2025,85.0,51.0,34.0,0.0,34.0,0.0,0.0,0.0,0,0.0,0,14/02/2025,11.33,14/02/2025,0,28/02/2025,11.33,28/02/2025,0.0,14/03/2025,11.33,15/03/2025,1.0,CLOSED,,No,No,42,YCP1aZI53vtLqP9R4u+01Q==,459.0
11324890,SPLIT_3,Moda,AmbLXFeuUO5uZGLFpDSxDA==,Follow up order,14/12/2024,27.45,16.47,10.98,0.0,10.98,0.0,0.0,0.0,0,0.0,0,28/12/2024,3.66,27/12/2024,0,11/01/2025,3.66,10/01/2025,0.0,25/01/2025,3.66,19/01/2025,0.0,CLOSED,,No,No,42,8Zxv9GJ4cUc2+KQvP/HREQ==,483.0
12011701,SPLIT_3,Moda,MhYXWP/5Ix059mRJWFQN1g==,Follow up order,20/12/2024,35.9,14.36,21.54,0.0,21.54,0.0,0.0,0.0,0,0.0,0,03/01/2025,7.18,02/01/2025,0,17/01/2025,7.18,14/01/2025,0.0,31/01/2025,7.18,30/01/2025,0.0,CLOSED,,No,No,42,2/yqpNtYh5RXlXcaTbafow==,11.0
9291597,SPLIT_3,Hogar,BBQFWZDRpBdAFRAJWXSdRw==,Follow up order,15/11/2024,25.0,15.0,10.0,3.33,6.67,0.0,3.33,4.0,1,0.0,0,29/11/2024,3.33,23/11/2024,0,13/12/2024,3.33,04/12/2024,0.0,27/12/2024,3.33,,95.0,DELAYED,95.0,Yes,No,42,QU60fNl22pAlOf+e1Zhgcw==,319.0
14802642,SPLIT_1,Supermercados,UNllBACTQr5UULKV7GvwkA==,Follow up order,30/01/2025,23.44,14.06,9.38,0.0,9.38,0.0,0.0,0.0,0,0.0,0,13/02/2025,9.38,13/02/2025,0,,,,,,,,,CLOSED,,No,No,14,HON0hSaqE0byLPFVNe0nnQ==,344.0
10913714,SPLIT_3,Hogar,oh9INLaoUjNho1HS8CUJog==,Follow up order,08/12/2024,75.84,45.5,30.34,0.0,30.34,0.02,0.0,0.0,0,0.0,0,22/12/2024,10.11,14/12/2024,0,05/01/2025,10.11,04/01/2025,0.0,19/01/2025,10.11,18/01/2025,0.0,CLOSED,,No,No,42,YCP1aZI53vtLqP9R4u+01Q==,377.0
9282751,SPLIT_1,Supermercados,mM2WiuIQv2K5eohRBwD5lw==,Follow up order,15/11/2024,48.59,19.44,29.15,0.0,29.15,0.0,0.0,0.0,0,0.0,0,29/11/2024,29.15,29/11/2024,0,,,,,,,,,CLOSED,,No,No,14,PN1wd0fA257WikPjq7fG4A==,427.0
17144980,SPLIT_1,Supermercados,H5GmunVt/mqr1Kh+KZ1eQg==,Follow up order,08/03/2025,322.72,224.72,98.0,0.0,98.0,0.0,0.0,0.0,0,0.0,0,22/03/2025,98.0,19/03/2025,0,,,,,,,,,CLOSED,,No,No,14,hgGt3aZTFcQEDPUysxMwGA==,362.0
